section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
43,"Casa com 4 dormitórios à venda, 307 m² por R$ 2.200.000,00 - Cidade Alpha - Eusébio/CE",casa,2.200.000,4,5,308,,Eusébio, Cidade Alpha,25-08-2024  15:37
44,"Casa com 4 dormitórios, 260 m² - venda por R$ 2.200.000,00 ou aluguel por R$ 15.620,00/mês",casa,2.200.000,4,5,260,,Eusébio, Cidade Alpha,25-08-2024  15:36
45,Casa pronta para morar!,casa,2.200.000,4,5,330,,Eusébio,,25-08-2024  15:36
46,"Casa com 5 dormitórios, 297 m² - venda por R$ 2.250.000 ou aluguel por R$ 15.000,00/mês -",casa,2.250.000,5,5,297,,Eusébio, Coaçu,25-08-2024  15:36
47,"Casa à venda, 550 m² por R$ 2.300.000,00 - Parquelândia - Fortaleza/CE",casa,2.300.000,4,5,550,,Fortaleza, Parquelândia,25-08-2024  15:34
48,"Casa nova com 04 Suítes, piscina privativa e planta baixa inteligente.",casa,2.300.000,4,5,345,,Eusébio, Cidade Alpha,25-08-2024  15:34
49,"Casa Alphaville Ceará, com 4 dormitórios à venda, 290 m² por R$ 2.500.000",casa,2.350.000,4,5,290,,Eusébio,,25-08-2024  15:34
50,"Casa com 4 dormitórios à venda, 331 m² Cidade Alpha - Eusébio/CE",casa,2.250.000,4,5,331,,Eusébio, Cidade Alpha,25-08-2024  15:33
51,"Casa à venda, 491 m² por R$ 2.380.000,00 - Porto das Dunas - Aquiraz/CE",casa,2.380.000,5,5,491,,Aquiraz,,25-08-2024  15:33
52,"Casa com 4 dormitórios à venda, 350 m² por R$ 2.600.000,00 - Alphaville Eusébio - Eusébio/",casa,2.600.000,4,5,350,,Eusébio,,25-08-2024  15:32
53,Novo anúncio | Jardins ibiza,casa,2.400.000,4,5,280,,Eusébio, Coaçu,25-08-2024  15:32
54,Casa 4 quartos na Parquelândia,casa,320.000,4,2,,,Fortaleza, Vila União,25-08-2024  15:32
1,Casa Monte Castelo Ótima Oportunidade,casa,350.000,3,2,21625,,Fortaleza, Monte Castelo,24 de ago 16:08
2,"Casa dúplex linda. Vendo, troco, recebo carro. Casa bem abaixo do preço.",casa,150.000,4,2,154,,São Gonçalo do Amarante,,24 de ago 15:57
3,"Casa dos Sonhos - Duplex, Mobiliada, Alto Padrão",casa,1.390.000,5,5,240,,Caucaia, Icaraí,24 de ago 14:43
4,Vendo casa de praia,casa,500.000,5,5,900,,Fortaleza, Meireles,24 de ago 14:33
5,"Elegante, sofisticada e com um projeto que você nunca viu, que contemplam integração, um b",casa,2.500.000,4,5,319,,Eusébio,,25-08-2024  15:31
6,Casa no Alphaville Fortaleza,casa,2.500.000,4,5,330,,Fortaleza, Lagoa Redonda,25-08-2024  15:31
7,Um sonho de residencia triplex 100% mobiliada com piscina aquecida!,casa,2.650.000,5,5,285,,Eusébio,,25-08-2024  15:31
8,Condomínio Ocean Garden | Lançamento,casa,2.699.000,4,4,251,,Aquiraz,,25-08-2024  15:30
9,Terras Alphaville Ceará 3,casa,1.790.000,5,5,252,,Eusébio, Coaçu,25-08-2024  15:30
10,"Casa à venda, 235 m² por R$ 2.700.000,00 - Alphaville Fortaleza - Fortaleza/CE",casa,2.700.000,4,5,235,,Fortaleza, Lagoa Redonda,25-08-2024  15:30
11,"Casa à venda, 350 m² por R$ 2.700.000,00 - Cidade Alpha - Eusébio/CE",casa,2.700.000,5,5,350,,Eusébio, Cidade Alpha,25-08-2024  15:29
12,"Casa à venda, 290 m² por R$ 2.750.000,00 - Jardins Ibiza - Eusébio/CE",casa,2.750.000,3,4,290,,Eusébio, Coaçu,25-08-2024  15:29
13,"Casa duplex mais completa do mercado com 4 dormitórios à venda, 355 m² por R$ 2.800.000 -",casa,2.750.000,4,5,355,,Eusébio, Cidade Alpha,25-08-2024  15:29
14,"Casa Alphaville Ceará com 5 dormitórios à venda, 350 m² por R$ 2.795.000 - Cidade Alpha -",casa,2.795.000,5,5,350,,Eusébio, Cidade Alpha,25-08-2024  15:28
15,"Casa à venda, 403 m² por R$ 2.800.000,00 - Cidade Alpha - Eusébio/CE",casa,2.800.000,5,5,403,,Eusébio, Cidade Alpha,25-08-2024  15:27
16,"Casa na Cidade Alpha Ceará, com 4 dormitórios à venda, 378 m² por R$ 2.800.000 - Cidade Al",casa,2.800.000,4,5,378,,Eusébio,,25-08-2024  15:27
17,Disponível para você. Uma residência em lote único de 638m | Semi mobiliada.,casa,2.800.000,5,5,420,,Fortaleza, Lagoa Redonda,25-08-2024  15:27
18,"Casa com 5 dormitórios à venda, 403 m² por R$ 2.800.000,00 - Cidade Alpha - Eusébio/CE",casa,2.800.000,5,5,403,,Eusébio, Cidade Alpha,25-08-2024  15:27
19,"Casa com 5 dormitórios à venda, 396 m² por R$ 2.899.000,00 - Cidade Alpha - Eusébio/CE",casa,2.899.000,5,5,396,,Eusébio, Cidade Alpha,25-08-2024  15:25
20,"Casa com 4 dormitórios à venda, 363 m² por R$ 2.900.000,00 - Cidade Alpha - Eusébio/CE",casa,2.900.000,4,5,363,,Eusébio, Cidade Alpha,25-08-2024  15:25
21,"Morar bem, com qualidade de vida e um excelente custo benefício? Que tal?",casa,2.900.000,5,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:25
22,"Casa, 415 m² - venda por R$ 2.900.000,00 ou aluguel por R$ 17.190,00/mês - Cidade Alpha -",casa,2.900.000,4,5,415,,Eusébio, Cidade Alpha,25-08-2024  15:24
23,"Espetacular Duplex em Alphaville, 100% Mobiliada e decorada, em frente a praça!",casa,2.950.000,4,5,418,,Eusébio,,25-08-2024  15:24
24,"Casa espetacular na Cicade Alpha com 4 dormitórios à venda, 330 m² por R$ 2.950.000 - Cida",casa,2.950.000,4,5,330,,Eusébio, Cidade Alpha,25-08-2024  15:23
25,"Casa com 5 dormitórios à venda, 400 m² por R$ 2.950.000,00 - Alphaville Fortaleza - Fortal",casa,2.950.000,5,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:23
26,"Concreto armado, aço, vidro e linhas retas são algumas das características da arquitetura",casa,2.990.000,4,5,400,,Eusébio,,25-08-2024  15:22
27,"423,50m², Nascente, Próximo ao Leiria de Andrade Hospital Le",casa,750.000,5,3,300,,Fortaleza, Aldeota,25-08-2024  15:19
28,"Duplex de altíssimo padrão (PORTEIRA FECHADA), no ponto de entrar e morar.",casa,3.100.000,5,5,398,,Eusébio,,25-08-2024  15:19
29,"Casa com 3 dormitórios à venda, 201 m² por R$ 650.000,00 - José de Alencar - Fortaleza/CE",casa,650.000,3,4,202,,Fortaleza, José de Alencar,25-08-2024  15:19
30,OPORTUNIDADE! Semi-nova | Alphaville Fortaleza,casa,3.190.000,5,5,502,,Fortaleza, Lagoa Redonda,25-08-2024  15:18
31,"Oportunidade do ano! O Melhor custo benefício, pronta para morar no Alphaville Fortaleza",casa,3.190.000,4,5,450,,Fortaleza, Lagoa Redonda,25-08-2024  15:18
32,"Bela residência, para você que deseja exclusividade e bom gosto em uma residência + fachad",casa,3.200.000,4,5,356,,Eusébio,,25-08-2024  15:17
33,Residencia Clássica para venda e locação | Alphaville Fortaleza.,casa,3.300.000,4,5,350,,Fortaleza, Lagoa Redonda,25-08-2024  15:16
34,"Nova, aconchegante e pura elegância, que tal?",casa,2.990.000,5,5,310,,Eusébio,,25-08-2024  15:16
35,"Casa com 4 dormitórios à venda, 430 m² por R$ 3.400.000,00 - Cidade Alpha - Eusébio/CE",casa,3.400.000,4,5,430,,Eusébio, Cidade Alpha,25-08-2024  15:15
36,"Bela Casa Porteira fechada, com subsolo e uma área de lazer belíssima.",casa,3.490.000,4,5,496,,Fortaleza, Lagoa Redonda,25-08-2024  15:15
37,Casa próximo a tucunduba. 50x50,casa,40.000,2,2,50,,Fortaleza, Jangurussu,25-08-2024  15:15
38,"Belíssima residência de esquina, disponível para vocês",casa,3.490.000,4,5,369,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
39,"Oportunidade x Custo Benefício, 04 Suítes, 03 com closet e hidro + piscina, Condomínio Alp",casa,3.490.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
40,Residência Jardim,casa,3.500.000,4,5,350,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
41,"Casa na Lagoa do Catu com 4 dormitórios à venda, 350 m² por R$ 3.500.000 - Centro - Aquira",casa,3.500.000,4,5,350,,Aquiraz,,25-08-2024  15:12
42,"Casa com 5 dormitórios à venda, 386 m² por R$ 3.500.000,00 - Cidade Alpha - Eusébio/CE",casa,3.500.000,5,5,386,,Eusébio, Cidade Alpha,25-08-2024  15:11
43,"Casa Moderna Alphaville Fortaleza, projetada, pronta para morar com uma bela área de lazer",casa,3.850.000,4,5,365,,Fortaleza, Lagoa Redonda,25-08-2024  15:11
44,"Nova, linda e pronta para ser sua!",casa,3.890.000,5,5,416,,Fortaleza, Lagoa Redonda,25-08-2024  15:10
45,Casa Nova no Condomínio Alphaville Fortaleza,casa,3.900.000,5,5,380,,Fortaleza, Lagoa Redonda,25-08-2024  15:10
46,Casa Esplêndida | Condomínio Alphaville Eusébio!,casa,3.900.000,4,5,390,,Eusébio, Pires Façanha,25-08-2024  15:10
47,Casa nova no Alphaville Fortaleza,casa,3.900.000,5,5,425,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
48,Já imaginou morar em frente a um belíssimo lago?,casa,3.900.000,4,5,408,,Eusébio,,25-08-2024  15:09
49,Imagina a qualidade de vida que é morar nesse imóvel espetacular? Construído com muita pai,casa,3.900.000,5,5,430,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
50,"Oportunidade | Casa Semi - Nova, terreno de 620 metros no Alphaville Fortaleza",casa,3.900.000,4,5,368,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
51,"Casa, 360 m² - venda por R$ 3.900.000,00 ou aluguel por R$ 30.000,00/mês - Alphaville Eusé",casa,3.900.000,4,5,360,,Eusébio,,25-08-2024  15:08
52,"Requinte, sofisticação e elegância ao seu dispor! Com uma fachada digna de aplausos, que t",casa,3.990.000,4,5,408,,Fortaleza, Lagoa Redonda,25-08-2024  15:08
53,Oportunidade / Casa Nova 05 Suítes com móveis fixos e piscina privativa no Alphaville Fort,casa,3.990.000,5,5,480,,Fortaleza, Lagoa Redonda,25-08-2024  15:07
54,"Nova sugestão de residência, para você exigente que busca alta qualidade de acabamento e g",casa,3.990.000,4,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:07
1,Guaramiranga,casa,250.000,2,2,10250,,Fortaleza, Montese,24 de ago 13:49
2,Lindos Bangalôs privativos na praia de Icaraí de Amontada com 3.000m² de Terreno.,casa,1.300.000,4,5,3000,,Amontada,,24 de ago 13:25
3,Casa 3 quartos no Ancuri - Itaitinga,casa,195.000,3,2,77,1,Itaitinga,,24 de ago 13:03
4,CONDOMÍNIO FECHADO NA REGIÃO QUE MAIS CRESCE!,casa,259.900,3,3,80,,Caucaia, Icaraí,24 de ago 12:13
5,Mansão em 2 lotes | Alphaville Eusébio,casa,4.000.000,5,5,600,,Eusébio,,25-08-2024  15:06
6,"Casa Alphaville Fortaleza 04 suítes, piscina privativa e porteira fechada.",casa,4.350.000,4,5,420,,Fortaleza, Lagoa Redonda,25-08-2024  15:05
7,"Belíssimo projeto exclusivo, para você!",casa,4.300.000,5,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
8,"Nova e pronta para morar, há 05 minutos do beach Park e 15 minutos do Rio mar Papicu?",casa,4.300.000,5,5,460,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
9,"Nova, linda e aconchegante no Alphaville Fortaleza? Projeto exclusivo.",casa,4.300.000,5,5,458,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
10,Vende-se casa duplex no bairro Vila Peri,casa,290.000,4,3,160,1,Fortaleza, Vila Peri,25-08-2024  15:03
11,Condomínio Alphaville Fortaleza | Oportunidade,casa,4.490.000,5,5,450,,Fortaleza, Lagoa Redonda,25-08-2024  15:01
12,"Casa à venda, 400 m² por R$ 4.490.000,00 - Centro - Eusébio/CE",casa,4.490.000,5,5,400,,Eusébio,,25-08-2024  15:01
13,Belíssima Casa no Condomínio Alphaville Fortaleza com 05 suítes.,casa,4.500.000,5,5,580,,Fortaleza, Lagoa Redonda,25-08-2024  15:00
14,Linda casa à venda no Condomínio Alphaville Fortaleza.,casa,4.500.000,4,5,430,,Fortaleza, Lagoa Redonda,25-08-2024  14:59
15,Casa fechada Caucaia garrote vilagem,casa,150.000,2,2,360,,Caucaia,,25-08-2024  14:58
16,Vende se ou troca,casa,45.000,2,1,,,Fortaleza, Centro,25-08-2024  14:47
17,Linda casa de alto padrão na Cidade Alpha com 3 suítes,casa,1.780.000,4,4,253,,Eusébio,,25-08-2024  14:41
18,Casa em condomínio fechado no Eusébio com 3 suítes - Mansões Concept,casa,799.000,3,3,128,,Eusébio,,25-08-2024  14:34
19,Casa de condomínio com 4 suítes na Cidade Alpha,casa,1.350.000,4,5,248,,Eusébio,,25-08-2024  14:34
20,CASA DE ESQUINA NO EUSÉBIO,casa,849.000,3,4,,,Eusébio, Centro,25-08-2024  14:29
21,Casa linda opção com 3 suítes - Jardim Icaraí - Caucaia-CE,casa,315.000,3,3,102,,Caucaia, Jardim Icaraí,25-08-2024  14:28
22,Casa reformada no bairro José de Alencar à venda,casa,98.000,,,,,Fortaleza, José de Alencar,25-08-2024  14:24
23,Casa a venda ?,casa,80.000,2,1,,,Maracanaú, Piratininga,25-08-2024  14:21
24,"Casa com 5 dormitórios à venda, 411 m² por R$ 4.650.000,00 - Centro - Eusébio/CE",casa,4.650.000,5,5,411,,Eusébio,,25-08-2024  14:17
25,"Casa nova, 05 suítes + escritório e planta inteligente no Alphaville Fortaleza",casa,4.650.000,5,5,501,,Fortaleza, Lagoa Redonda,25-08-2024  14:16
26,"Casa com 5 dormitórios à venda, 550 m² por R$ 4.950.000,00 - Lagoa do Uruau - Beberibe/CE",casa,4.950.000,5,5,550,,Beberibe,,25-08-2024  14:16
27,Oportunidade de Casa Porteira Fechada na parte mais alta do Alphaville Fortaleza,casa,4.990.000,5,5,510,,Fortaleza, Lagoa Redonda,25-08-2024  14:16
28,"Exclusividade, Mansão com 03 frentes no Alphaville Fortaleza.",casa,5.000.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:15
29,"Volumetria e elegância a definem, uma bela casa de esquina para chamar de sua",casa,5.300.000,5,5,470,,Fortaleza, Lagoa Redonda,25-08-2024  14:14
30,Mansão em 02 lotes disponível para vocês!,casa,5.300.000,4,5,535,,Fortaleza, Lagoa Redonda,25-08-2024  14:14
31,Duplex a venda | Porteira fechada.,casa,5.390.000,5,5,480,,Fortaleza, Lagoa Redonda,25-08-2024  14:13
32,Sobrado para venda com 341 metros quadrados com 5 quartos em Centro - Eusébio - CE,casa,3.200.000,5,5,341,,Eusébio, Centro,25-08-2024  14:13
33,"Casa à venda, 480 m² por R$ 5.495.000,00 - Porto das Dunas - Aquiraz/CE",casa,5.495.000,5,5,480,,Aquiraz,,25-08-2024  14:13
34,"Casa à venda, 560 m² por R$ 5.500.000,00 - Santo Antonio - Eusébio/CE",casa,5.500.000,3,4,560,,Eusébio,,25-08-2024  14:13
35,Mansão em 2 lotes mobiliara e projetada no Condomínio Alphaville Ceará,casa,5.500.000,5,5,600,,Eusébio,,25-08-2024  14:13
36,"Porteira Fechada, móveis assinados, Design exclusivo, 05 Suítes e muito mais que essa resi",casa,5.700.000,5,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:12
37,"Casa de Alto Luxo, Eusébio - CE.",casa,5.800.000,4,5,400,,Eusébio, Coaçu,25-08-2024  14:11
38,Mansão Alphaville Fortaleza,casa,5.900.000,5,5,650,,Fortaleza, Lagoa Redonda,25-08-2024  14:11
39,"Elegante, sofisticada e pronta para morar. PORTEIRA FECHADA.",casa,6.000.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:10
40,Que tal tomar café da manhã com essa Vista mar todos os dias?,casa,6.000.000,4,5,605,,Fortaleza, Vicente Pinzon,25-08-2024  14:10
41,"Casa no Carmel Atlantico com 4 dormitórios à venda, 650 m² por R$ 6.499.000 - De Lourdes -",casa,6.499.000,4,5,650,,Fortaleza, Vicente Pinzon,25-08-2024  14:10
42,Casa a venda no Alphaville Fortaleza,casa,7.500.000,5,5,550,,Fortaleza, Lagoa Redonda,25-08-2024  14:08
43,"A casa dos sonhos? Você encontra aqui. O verdadeiro significado do luxo, ao seu dispor.",casa,13.000.000,5,5,780,,Fortaleza, Lagoa Redonda,25-08-2024  14:06
44,Mansão Cinematográfica Alphaville Fortaleza,casa,13.000.000,5,5,883,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
45,Condomínio Alphaville Fortaleza | Residência Porteira Fechada,casa,13.900.000,4,5,803,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
46,A casa dos sonhos ao seu dispor.,casa,13.900.000,5,5,811,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
47,Um Paraíso chamado Alphaville Fortaleza,casa,22.000.000,4,5,900,,Fortaleza, Lagoa Redonda,25-08-2024  14:03
48,Esse Triplex é de tirar o fôlego,casa,9.000.000,5,5,2500,,Aquiraz,,25-08-2024  14:03
49,"Um Verdadeiro Palácio, um sonho 923 metros de área construída e um terreno de 815metros, j",casa,9.000.000,5,5,923,,Fortaleza, Lagoa Redonda,25-08-2024  14:02
50,"Mansão com fachada arrojada e elegante, feita nos mínimos detalhes",casa,9.500.000,5,5,750,,Fortaleza, Lagoa Redonda,25-08-2024  14:02
51,Casa duplex com amplo terreno e suite master com closet no Eusébio,casa,460.064,3,3,128,,Eusébio,,25-08-2024  13:59
52,Uma oportunidade de transformação da realidade da sua família,casa,350.065,3,2,93,,Eusébio,,25-08-2024  13:59
53,Linda casa plana com 3 suítes no Eusébio,casa,385.004,3,3,101,,Eusébio,,25-08-2024  13:59
54,Leia a Descrição casa mais kitnets,casa,1,,,,,Fortaleza, Jangurussu,25-08-2024  13:58
1,Casa duplex mobiliada 240m2 - condomínio fechado,casa,699.000,4,4,394,,Itaitinga, Gereraú,24 de ago 12:06
2,"Casa no Bairro Damas com 2 quartos - 100,48 m²",casa,260.000,2,2,100,1,Fortaleza, Bom Futuro,24 de ago 11:30
3,Vendo casa no Potira Caucaia,casa,159.000,2,2,302,1,Caucaia, Parque Guadalajara (Jurema),24 de ago 11:11
4,Vendo CASA Siqueira - menor preço da região.,casa,95.000,2,1,112,1,Fortaleza, Siqueira,25-08-2024  13:53
5,"Sobrado com 6 dormitórios à venda, 240 m² por R$ 1.650.000,00 - Cumbuco - Caucaia/CE",casa,1.650.000,5,5,240,,Caucaia, Cumbuco,25-08-2024  13:45
6,"Casa Plana no Summerville Cumbuco, 141m², R$ 800.000,00",casa,800.000,3,3,141,,Caucaia, Cumbuco,25-08-2024  13:45
7,"Casa no Summerville Cumbuco, 5 suítes, Vista Mar, R$ 2.000.000,00",casa,2.000.000,5,5,260,,Caucaia, Cumbuco,25-08-2024  13:45
8,Oportunidade! Casa Nova com 3 quartos no bairro Granjeiro com área de 300 m2!,casa,310.000,3,2,300,,Crato, Parque Grangeiro,25-08-2024  13:11
9,Casa Duplex para Venda em Jardim Icaraí Caucaia-CE,casa,250.000,3,2,78,,Caucaia, Icaraí,25-08-2024  13:09
10,Duplex nascente com 3 suites no coração da Maraponga,casa,390.017,3,3,91,,Eusébio,,25-08-2024  13:01
11,Casa de alto padrão no Terras Alphaville Ceará com decoração impecável e automação,casa,1.680.168,4,4,240,,Eusébio,,25-08-2024  13:01
12,"Casa de esquina sensacional com energia solar, poço e irrigação na Cidade Alpha",casa,2.390.000,3,3,286,,Eusébio,,25-08-2024  13:01
13,Uma casa com 5 quartos + dependência na Cidade Alpha Ceará,casa,2.790.007,5,5,384,,Eusébio,,25-08-2024  13:01
14,Casa a venda no parque Soledade,casa,85.000,,,,,Caucaia, Parque Soledade,25-08-2024  13:01
15,Casa em construção já quase terminado troca por carro ou moto e resto em dinheiro,casa,85.000,3,1,224,1,Caucaia, Icaraí,25-08-2024  12:54
16,Casa Duplex na Região do Passaré,casa,275.000,3,3,66,,Fortaleza, Passaré,25-08-2024  12:49
17,Casa em Condomínio na Caucaia (Cód0208),casa,188.000,2,2,55,1,Caucaia, Icaraí,25-08-2024  12:48
18,VENDO CASA// DUPLEX,casa,115.000,2,2,45,,Fortaleza, Manoel Sátiro,25-08-2024  12:47
19,"Casa dúplex praia do icarai , caucaia",casa,260.000,2,2,89,,Fortaleza, Farias Brito,25-08-2024  12:33
20,Casa para venda na Aldeota - Fortaleza - CE,casa,900.000,3,3,330,,Fortaleza, Aldeota,25-08-2024  12:18
21,Casa Plana 3 dormitórios - Eusébio-CE,casa,320.000,3,2,95,,Eusébio,,25-08-2024  12:17
22,"Casa Duplex em Condomínio em Encantada, Eusébio/CE",casa,470.000,3,3,95,,Eusébio,,25-08-2024  12:17
23,Casa Duplex 3 suítes Bairro Coité - Eusébio-CE,casa,349.000,3,3,118,,Eusébio,,25-08-2024  12:16
24,Casa,casa,120.000,2,1,377,,Trairi,,25-08-2024  12:16
25,"Casa a venda no bairro Álvaro Weyne / Floresta, Fortaleza - CE",casa,399.000,5,4,135,,Fortaleza, Floresta,25-08-2024  12:08
26,Vendo Casa (pé na areia) em frente ao mar na praia de Caponga - CE,casa,440.000,5,4,,,Cascavel,,25-08-2024  12:07
27,Duplex em rua privativa com 4 suites,casa,650.069,4,4,135,,Eusébio,,25-08-2024  11:50
28,Casa plana em rua sem saída a 100m da Av Maestro Lisboa,casa,275.007,2,2,59,,Eusébio,,25-08-2024  11:50
29,Mansão exclusiva em condominio integrado ao verde no Centro do Eusébio,casa,3.700.370,5,5,441,,Eusébio,,25-08-2024  11:49
30,Casa plana no Eusébio com 3 quartos com preço de oportunidade,casa,270.005,3,2,72,,Eusébio,,25-08-2024  11:49
31,"Vendo excelente casa de 180m², recém reformada, com 3 quartos e 2 suítes conjugadas",casa,240.000,3,2,180,,Fortaleza, Quintino Cunha,25-08-2024  11:46
32,"Casa com 2 quarto, banheiro, cozinha e sala americana",casa,70.000,2,1,,,Paracuru,,25-08-2024  11:44
33,Vendo Casa Duplex 165m² - 4 Quartos - Parquelândia / Amadeu Furtado,casa,650.000,4,4,165,1,Fortaleza, Amadeu Furtado,25-08-2024  11:39
34,Vende-se casa com ponto comercial,casa,300.000,4,2,,,Fortaleza, Aerolândia,25-08-2024  11:27
35,Casa no Henrique Jorge,casa,460.000,5,5,400,,Fortaleza, Henrique Jorge,25-08-2024  11:25
36,Casa no centro do eusébio,casa,480.000,3,2,117,,Eusébio, Centro,25-08-2024  11:08
37,"Casa Plana no Eusébio, próximo ao Centro",casa,185.000,2,2,64,,Eusébio,,25-08-2024  10:50
38,"Imóvel comercial à venda, 247 m² por R$ 880.000 - Aldeota - Fortaleza/CE",casa,880.000,5,3,247,,Fortaleza, Aldeota,25-08-2024  10:50
39,Casa em Cond. Fechado Lagoa Redonda,casa,580.000,4,5,195,,Fortaleza, Lagoa Redonda,25-08-2024  10:40
40,"Casa Alphaville Fortasleza com 4 dormitórios à venda, 400 m² por R$ 5.700.000 - Cararu - E",casa,5.700.000,4,5,400,,Eusébio,,25-08-2024  10:36
41,"Casa com 4 suites, piscina e varanda gourmet na Cidade Alpha",casa,1.550.155,4,5,235,,Eusébio,,25-08-2024  10:28
42,CASA NO JEREISSATI 2 RUA 91.,casa,70.000,,,,,Pacatuba, Senador Carlos Jereissati,25-08-2024  10:25
43,"Casa com 4 dormitórios à venda, 400 m² por R$ 3.600.000,00 - Condomínio Alphaville Fortale",casa,3.600.000,4,5,400,,Eusébio,,25-08-2024  10:16
44,"Casa com 4 dormitórios à venda, 360 m² por R$ 1.800.000,00 - Lago Jacarey - Fortaleza/CE",casa,1.800.000,4,4,360,,Fortaleza, Cambeba,25-08-2024  10:10
45,"Casa com 3 dormitórios à venda, 277 m² por R$ 1.300.000,00 - Sapiranga - Fortaleza/CE",casa,1.300.000,3,5,278,,Fortaleza, Sapiranga-Coité,25-08-2024  10:06
46,Casa plana super espaçosa com dependência completa,casa,550.056,3,3,175,,Fortaleza, Sapiranga,25-08-2024  10:03
47,CASA NO EUSÉBIO A VENDA OPORTUNIDADE AGENDE UMA VISITA!!!,casa,270.000,3,2,72,,Eusébio, Mangabeira,25-08-2024  10:00
48,"CASA A VENDA NO EUSÉBIO, BAIRRO COAÇU, AGENDE UMA VISITA!!!",casa,810.000,4,4,154,,Eusébio, Coité,25-08-2024  09:58
49,Duplex fino acabamento MARAPONGA,casa,685.000,4,5,145,,Fortaleza, Jardim Cearense,25-08-2024  09:53
50,"Vendo Duplex No Lagoa Seca, Juazeiro",casa,650.000,4,,,,Juazeiro do Norte, Lagoa Seca,25-08-2024  09:50
51,Vendo Mansão Mobiliada no Cidades Kariris!,casa,2.500.000,4,5,453,,Barbalha,,25-08-2024  09:49
52,Vendo Duplex no Juazeiro!,casa,525.000,4,4,130,,Barbalha,,25-08-2024  09:49
53,Vendo linda mansão no Juazeiro!!,casa,1.100.000,3,4,230,,Juazeiro do Norte, Aeroporto,25-08-2024  09:48
1,Casa pronta para morar em um dos melhores condomínios do Ceará,casa,5.300.000,5,5,460,,Eusébio, Centro,25-08-2024  09:46
2,CASA A VENDA NO BAIRRO COAÇU EUSÉBIO PRÓXIMO AO SHOPPING TERRAZO,casa,489.000,4,3,123,,Eusébio,,25-08-2024  09:41
3,Casa com 4 quartos no bairro Centro - Fortaleza/CE,casa,450.000,4,3,150,,Fortaleza, Centro,25-08-2024  09:39
4,02 Casas sobrepostas e independentes - Conjunto Tabapuá-Caucaia,casa,550.000,5,5,246,,Caucaia, Tabapuá,25-08-2024  09:38
5,Linda Casa na Serra de Guaramiranga 3 quartos à venda,casa,380.000,3,1,570,,Guaramiranga,,25-08-2024  09:32
6,CASA EM EUSÉBIO-CE RUA PRIVATIVA,casa,700.000,3,3,122,,Eusébio, Coité,25-08-2024  09:29
7,Casa Duplex + 2 Kitinetes duplex(3 imoveis Independentes),casa,260.000,5,5,178,1,Fortaleza, Cajazeiras,25-08-2024  08:59
8,Casa Recém Construída no Condomínio Jardins Terra Brasilis.,casa,798.000,3,3,165,,Eusébio, Lagoinha,25-08-2024  08:17
9,Excelente oportunidade essa casa de esquina com 5 suites e piscina na Cidade Alpha,casa,1.350.050,5,5,280,,Eusébio,,25-08-2024  08:08
10,Mansão no Alphaville Eusébio em terreno de esquina próximo à portaria e lago.,casa,2.200.000,5,5,483,,Eusébio, Pires Façanha,25-08-2024  07:45
11,"Vendo CASA com Ponto Comercial! R$ 320.000,00",casa,320.000,3,4,144,,Fortaleza, Carlito Pamplona,25-08-2024  07:35
12,"Casa com 3 dormitórios à venda, 240 m² por R$ 1.140.000,00 - Coité - Eusébio/CE",casa,1.140.000,3,4,240,,Eusébio,,25-08-2024  07:20
13,Casa de praia,casa,600.000,5,5,800,,Fortaleza, Paupina,25-08-2024  06:09
14,Morada Paraíso em Canoa Quebrada a 90 metros do centro da Broadway,casa,780.000,3,4,707,1,Aracati,,25-08-2024  05:29
15,"Casa pronta em condomínio de luxo, localização privilegiada!!!",casa,1.050.000,3,4,148,,Fortaleza, Lagoa Redonda,25-08-2024  04:32
16,"Alphaville Ceara 3 Casa com 4 dormitórios à venda, 390 m² por R$ 3.900.000 - Cidade Alpha",casa,3.900.000,4,5,390,,Eusébio, Cidade Alpha,25-08-2024  04:13
17,Linda casa duplex com 4 suítes no Alphaville Fortaleza.,casa,3.265.000,4,5,474,,Eusébio,,25-08-2024  02:03
18,Esconderijo de Deus casa de vila,casa,48.000,2,2,12,,Fortaleza, Antônio Bezerra,25-08-2024  01:09
