section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
36,Casa próximo a tucunduba. 50x50,casa,40.000,2,2,50,,Fortaleza, Jangurussu,25-08-2024  15:15
37,"Belíssima residência de esquina, disponível para vocês",casa,3.490.000,4,5,369,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
38,"Oportunidade x Custo Benefício, 04 Suítes, 03 com closet e hidro + piscina, Condomínio Alp",casa,3.490.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
39,Residência Jardim,casa,3.500.000,4,5,350,,Fortaleza, Lagoa Redonda,25-08-2024  15:14
40,"Casa na Lagoa do Catu com 4 dormitórios à venda, 350 m² por R$ 3.500.000 - Centro - Aquira",casa,3.500.000,4,5,350,,Aquiraz,,25-08-2024  15:12
41,"Casa com 5 dormitórios à venda, 386 m² por R$ 3.500.000,00 - Cidade Alpha - Eusébio/CE",casa,3.500.000,5,5,386,,Eusébio, Cidade Alpha,25-08-2024  15:11
42,"Casa Moderna Alphaville Fortaleza, projetada, pronta para morar com uma bela área de lazer",casa,3.850.000,4,5,365,,Fortaleza, Lagoa Redonda,25-08-2024  15:11
43,"Nova, linda e pronta para ser sua!",casa,3.890.000,5,5,416,,Fortaleza, Lagoa Redonda,25-08-2024  15:10
44,Casa Nova no Condomínio Alphaville Fortaleza,casa,3.900.000,5,5,380,,Fortaleza, Lagoa Redonda,25-08-2024  15:10
45,Casa Esplêndida | Condomínio Alphaville Eusébio!,casa,3.900.000,4,5,390,,Eusébio, Pires Façanha,25-08-2024  15:10
46,Casa nova no Alphaville Fortaleza,casa,3.900.000,5,5,425,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
47,Já imaginou morar em frente a um belíssimo lago?,casa,3.900.000,4,5,408,,Eusébio,,25-08-2024  15:09
48,Imagina a qualidade de vida que é morar nesse imóvel espetacular? Construído com muita pai,casa,3.900.000,5,5,430,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
49,"Oportunidade | Casa Semi - Nova, terreno de 620 metros no Alphaville Fortaleza",casa,3.900.000,4,5,368,,Fortaleza, Lagoa Redonda,25-08-2024  15:09
50,"Casa, 360 m² - venda por R$ 3.900.000,00 ou aluguel por R$ 30.000,00/mês - Alphaville Eusé",casa,3.900.000,4,5,360,,Eusébio,,25-08-2024  15:08
51,"Requinte, sofisticação e elegância ao seu dispor! Com uma fachada digna de aplausos, que t",casa,3.990.000,4,5,408,,Fortaleza, Lagoa Redonda,25-08-2024  15:08
52,Oportunidade / Casa Nova 05 Suítes com móveis fixos e piscina privativa no Alphaville Fort,casa,3.990.000,5,5,480,,Fortaleza, Lagoa Redonda,25-08-2024  15:07
53,"Nova sugestão de residência, para você exigente que busca alta qualidade de acabamento e g",casa,3.990.000,4,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:07
54,Mansão em 2 lotes | Alphaville Eusébio,casa,4.000.000,5,5,600,,Eusébio,,25-08-2024  15:06
1,Guaramiranga,casa,250.000,2,2,10250,,Fortaleza, Montese,24 de ago 13:49
2,Lindos Bangalôs privativos na praia de Icaraí de Amontada com 3.000m² de Terreno.,casa,1.300.000,4,5,3000,,Amontada,,24 de ago 13:25
3,Casa 3 quartos no Ancuri - Itaitinga,casa,195.000,3,2,77,1,Itaitinga,,24 de ago 13:03
4,CONDOMÍNIO FECHADO NA REGIÃO QUE MAIS CRESCE!,casa,259.900,3,3,80,,Caucaia, Icaraí,24 de ago 12:13
5,"Casa Alphaville Fortaleza 04 suítes, piscina privativa e porteira fechada.",casa,4.350.000,4,5,420,,Fortaleza, Lagoa Redonda,25-08-2024  15:05
6,"Belíssimo projeto exclusivo, para você!",casa,4.300.000,5,5,400,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
7,"Nova e pronta para morar, há 05 minutos do beach Park e 15 minutos do Rio mar Papicu?",casa,4.300.000,5,5,460,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
8,"Nova, linda e aconchegante no Alphaville Fortaleza? Projeto exclusivo.",casa,4.300.000,5,5,458,,Fortaleza, Lagoa Redonda,25-08-2024  15:04
9,Vende-se casa duplex no bairro Vila Peri,casa,290.000,4,3,160,1,Fortaleza, Vila Peri,25-08-2024  15:03
10,Condomínio Alphaville Fortaleza | Oportunidade,casa,4.490.000,5,5,450,,Fortaleza, Lagoa Redonda,25-08-2024  15:01
11,"Casa à venda, 400 m² por R$ 4.490.000,00 - Centro - Eusébio/CE",casa,4.490.000,5,5,400,,Eusébio,,25-08-2024  15:01
12,Belíssima Casa no Condomínio Alphaville Fortaleza com 05 suítes.,casa,4.500.000,5,5,580,,Fortaleza, Lagoa Redonda,25-08-2024  15:00
13,Linda casa à venda no Condomínio Alphaville Fortaleza.,casa,4.500.000,4,5,430,,Fortaleza, Lagoa Redonda,25-08-2024  14:59
14,Casa fechada Caucaia garrote vilagem,casa,150.000,2,2,360,,Caucaia,,25-08-2024  14:58
15,Vende se ou troca,casa,45.000,2,1,,,Fortaleza, Centro,25-08-2024  14:47
16,Linda casa de alto padrão na Cidade Alpha com 3 suítes,casa,1.780.000,4,4,253,,Eusébio,,25-08-2024  14:41
17,Casa em condomínio fechado no Eusébio com 3 suítes - Mansões Concept,casa,799.000,3,3,128,,Eusébio,,25-08-2024  14:34
18,Casa de condomínio com 4 suítes na Cidade Alpha,casa,1.350.000,4,5,248,,Eusébio,,25-08-2024  14:34
19,CASA DE ESQUINA NO EUSÉBIO,casa,849.000,3,4,,,Eusébio, Centro,25-08-2024  14:29
20,Casa linda opção com 3 suítes - Jardim Icaraí - Caucaia-CE,casa,315.000,3,3,102,,Caucaia, Jardim Icaraí,25-08-2024  14:28
21,Casa reformada no bairro José de Alencar à venda,casa,98.000,,,,,Fortaleza, José de Alencar,25-08-2024  14:24
22,Casa a venda ?,casa,80.000,2,1,,,Maracanaú, Piratininga,25-08-2024  14:21
23,"Casa com 5 dormitórios à venda, 411 m² por R$ 4.650.000,00 - Centro - Eusébio/CE",casa,4.650.000,5,5,411,,Eusébio,,25-08-2024  14:17
24,"Casa nova, 05 suítes + escritório e planta inteligente no Alphaville Fortaleza",casa,4.650.000,5,5,501,,Fortaleza, Lagoa Redonda,25-08-2024  14:16
25,"Casa com 5 dormitórios à venda, 550 m² por R$ 4.950.000,00 - Lagoa do Uruau - Beberibe/CE",casa,4.950.000,5,5,550,,Beberibe,,25-08-2024  14:16
26,Oportunidade de Casa Porteira Fechada na parte mais alta do Alphaville Fortaleza,casa,4.990.000,5,5,510,,Fortaleza, Lagoa Redonda,25-08-2024  14:16
27,"Exclusividade, Mansão com 03 frentes no Alphaville Fortaleza.",casa,5.000.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:15
28,"Volumetria e elegância a definem, uma bela casa de esquina para chamar de sua",casa,5.300.000,5,5,470,,Fortaleza, Lagoa Redonda,25-08-2024  14:14
29,Mansão em 02 lotes disponível para vocês!,casa,5.300.000,4,5,535,,Fortaleza, Lagoa Redonda,25-08-2024  14:14
30,Duplex a venda | Porteira fechada.,casa,5.390.000,5,5,480,,Fortaleza, Lagoa Redonda,25-08-2024  14:13
31,Sobrado para venda com 341 metros quadrados com 5 quartos em Centro - Eusébio - CE,casa,3.200.000,5,5,341,,Eusébio, Centro,25-08-2024  14:13
32,"Casa à venda, 480 m² por R$ 5.495.000,00 - Porto das Dunas - Aquiraz/CE",casa,5.495.000,5,5,480,,Aquiraz,,25-08-2024  14:13
33,"Casa à venda, 560 m² por R$ 5.500.000,00 - Santo Antonio - Eusébio/CE",casa,5.500.000,3,4,560,,Eusébio,,25-08-2024  14:13
34,Mansão em 2 lotes mobiliara e projetada no Condomínio Alphaville Ceará,casa,5.500.000,5,5,600,,Eusébio,,25-08-2024  14:13
35,"Porteira Fechada, móveis assinados, Design exclusivo, 05 Suítes e muito mais que essa resi",casa,5.700.000,5,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:12
36,"Casa de Alto Luxo, Eusébio - CE.",casa,5.800.000,4,5,400,,Eusébio, Coaçu,25-08-2024  14:11
37,Mansão Alphaville Fortaleza,casa,5.900.000,5,5,650,,Fortaleza, Lagoa Redonda,25-08-2024  14:11
38,"Elegante, sofisticada e pronta para morar. PORTEIRA FECHADA.",casa,6.000.000,4,5,500,,Fortaleza, Lagoa Redonda,25-08-2024  14:10
39,Que tal tomar café da manhã com essa Vista mar todos os dias?,casa,6.000.000,4,5,605,,Fortaleza, Vicente Pinzon,25-08-2024  14:10
40,"Casa no Carmel Atlantico com 4 dormitórios à venda, 650 m² por R$ 6.499.000 - De Lourdes -",casa,6.499.000,4,5,650,,Fortaleza, Vicente Pinzon,25-08-2024  14:10
41,Casa a venda no Alphaville Fortaleza,casa,7.500.000,5,5,550,,Fortaleza, Lagoa Redonda,25-08-2024  14:08
42,"A casa dos sonhos? Você encontra aqui. O verdadeiro significado do luxo, ao seu dispor.",casa,13.000.000,5,5,780,,Fortaleza, Lagoa Redonda,25-08-2024  14:06
43,Mansão Cinematográfica Alphaville Fortaleza,casa,13.000.000,5,5,883,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
44,Condomínio Alphaville Fortaleza | Residência Porteira Fechada,casa,13.900.000,4,5,803,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
45,A casa dos sonhos ao seu dispor.,casa,13.900.000,5,5,811,,Fortaleza, Lagoa Redonda,25-08-2024  14:05
46,Um Paraíso chamado Alphaville Fortaleza,casa,22.000.000,4,5,900,,Fortaleza, Lagoa Redonda,25-08-2024  14:03
47,Esse Triplex é de tirar o fôlego,casa,9.000.000,5,5,2500,,Aquiraz,,25-08-2024  14:03
48,"Um Verdadeiro Palácio, um sonho 923 metros de área construída e um terreno de 815metros, j",casa,9.000.000,5,5,923,,Fortaleza, Lagoa Redonda,25-08-2024  14:02
49,"Mansão com fachada arrojada e elegante, feita nos mínimos detalhes",casa,9.500.000,5,5,750,,Fortaleza, Lagoa Redonda,25-08-2024  14:02
50,Casa duplex com amplo terreno e suite master com closet no Eusébio,casa,460.064,3,3,128,,Eusébio,,25-08-2024  13:59
51,Uma oportunidade de transformação da realidade da sua família,casa,350.065,3,2,93,,Eusébio,,25-08-2024  13:59
52,Linda casa plana com 3 suítes no Eusébio,casa,385.004,3,3,101,,Eusébio,,25-08-2024  13:59
53,Leia a Descrição casa mais kitnets,casa,1,,,,,Fortaleza, Jangurussu,25-08-2024  13:58
54,Vendo CASA Siqueira - menor preço da região.,casa,95.000,2,1,112,1,Fortaleza, Siqueira,25-08-2024  13:53
1,Casa duplex mobiliada 240m2 - condomínio fechado,casa,699.000,4,4,394,,Itaitinga, Gereraú,24 de ago 12:06
2,"Casa no Bairro Damas com 2 quartos - 100,48 m²",casa,260.000,2,2,100,1,Fortaleza, Bom Futuro,24 de ago 11:30
3,Vendo casa no Potira Caucaia,casa,159.000,2,2,302,1,Caucaia, Parque Guadalajara (Jurema),24 de ago 11:11
4,"Sobrado com 6 dormitórios à venda, 240 m² por R$ 1.650.000,00 - Cumbuco - Caucaia/CE",casa,1.650.000,5,5,240,,Caucaia, Cumbuco,25-08-2024  13:45
5,"Casa Plana no Summerville Cumbuco, 141m², R$ 800.000,00",casa,800.000,3,3,141,,Caucaia, Cumbuco,25-08-2024  13:45
6,"Casa no Summerville Cumbuco, 5 suítes, Vista Mar, R$ 2.000.000,00",casa,2.000.000,5,5,260,,Caucaia, Cumbuco,25-08-2024  13:45
7,Oportunidade! Casa Nova com 3 quartos no bairro Granjeiro com área de 300 m2!,casa,310.000,3,2,300,,Crato, Parque Grangeiro,25-08-2024  13:11
8,Casa Duplex para Venda em Jardim Icaraí Caucaia-CE,casa,250.000,3,2,78,,Caucaia, Icaraí,25-08-2024  13:09
9,Duplex nascente com 3 suites no coração da Maraponga,casa,390.017,3,3,91,,Eusébio,,25-08-2024  13:01
10,Casa de alto padrão no Terras Alphaville Ceará com decoração impecável e automação,casa,1.680.168,4,4,240,,Eusébio,,25-08-2024  13:01
11,"Casa de esquina sensacional com energia solar, poço e irrigação na Cidade Alpha",casa,2.390.000,3,3,286,,Eusébio,,25-08-2024  13:01
12,Uma casa com 5 quartos + dependência na Cidade Alpha Ceará,casa,2.790.007,5,5,384,,Eusébio,,25-08-2024  13:01
13,Casa a venda no parque Soledade,casa,85.000,,,,,Caucaia, Parque Soledade,25-08-2024  13:01
14,Casa em construção já quase terminado troca por carro ou moto e resto em dinheiro,casa,85.000,3,1,224,1,Caucaia, Icaraí,25-08-2024  12:54
15,Casa Duplex na Região do Passaré,casa,275.000,3,3,66,,Fortaleza, Passaré,25-08-2024  12:49
16,Casa em Condomínio na Caucaia (Cód0208),casa,188.000,2,2,55,1,Caucaia, Icaraí,25-08-2024  12:48
17,VENDO CASA// DUPLEX,casa,115.000,2,2,45,,Fortaleza, Manoel Sátiro,25-08-2024  12:47
18,"Casa dúplex praia do icarai , caucaia",casa,260.000,2,2,89,,Fortaleza, Farias Brito,25-08-2024  12:33
19,Casa para venda na Aldeota - Fortaleza - CE,casa,900.000,3,3,330,,Fortaleza, Aldeota,25-08-2024  12:18
20,Casa Plana 3 dormitórios - Eusébio-CE,casa,320.000,3,2,95,,Eusébio,,25-08-2024  12:17
21,"Casa Duplex em Condomínio em Encantada, Eusébio/CE",casa,470.000,3,3,95,,Eusébio,,25-08-2024  12:17
22,Casa Duplex 3 suítes Bairro Coité - Eusébio-CE,casa,349.000,3,3,118,,Eusébio,,25-08-2024  12:16
23,Casa,casa,120.000,2,1,377,,Trairi,,25-08-2024  12:16
24,"Casa a venda no bairro Álvaro Weyne / Floresta, Fortaleza - CE",casa,399.000,5,4,135,,Fortaleza, Floresta,25-08-2024  12:08
25,Vendo Casa (pé na areia) em frente ao mar na praia de Caponga - CE,casa,440.000,5,4,,,Cascavel,,25-08-2024  12:07
26,Duplex em rua privativa com 4 suites,casa,650.069,4,4,135,,Eusébio,,25-08-2024  11:50
27,Casa plana em rua sem saída a 100m da Av Maestro Lisboa,casa,275.007,2,2,59,,Eusébio,,25-08-2024  11:50
28,Mansão exclusiva em condominio integrado ao verde no Centro do Eusébio,casa,3.700.370,5,5,441,,Eusébio,,25-08-2024  11:49
29,Casa plana no Eusébio com 3 quartos com preço de oportunidade,casa,270.005,3,2,72,,Eusébio,,25-08-2024  11:49
30,"Vendo excelente casa de 180m², recém reformada, com 3 quartos e 2 suítes conjugadas",casa,240.000,3,2,180,,Fortaleza, Quintino Cunha,25-08-2024  11:46
31,"Casa com 2 quarto, banheiro, cozinha e sala americana",casa,70.000,2,1,,,Paracuru,,25-08-2024  11:44
32,Vendo Casa Duplex 165m² - 4 Quartos - Parquelândia / Amadeu Furtado,casa,650.000,4,4,165,1,Fortaleza, Amadeu Furtado,25-08-2024  11:39
33,Vende-se casa com ponto comercial,casa,300.000,4,2,,,Fortaleza, Aerolândia,25-08-2024  11:27
34,Casa no Henrique Jorge,casa,460.000,5,5,400,,Fortaleza, Henrique Jorge,25-08-2024  11:25
35,Casa no centro do eusébio,casa,480.000,3,2,117,,Eusébio, Centro,25-08-2024  11:08
36,"Casa Plana no Eusébio, próximo ao Centro",casa,185.000,2,2,64,,Eusébio,,25-08-2024  10:50
37,"Imóvel comercial à venda, 247 m² por R$ 880.000 - Aldeota - Fortaleza/CE",casa,880.000,5,3,247,,Fortaleza, Aldeota,25-08-2024  10:50
38,Casa em Cond. Fechado Lagoa Redonda,casa,580.000,4,5,195,,Fortaleza, Lagoa Redonda,25-08-2024  10:40
39,"Casa Alphaville Fortasleza com 4 dormitórios à venda, 400 m² por R$ 5.700.000 - Cararu - E",casa,5.700.000,4,5,400,,Eusébio,,25-08-2024  10:36
40,"Casa com 4 suites, piscina e varanda gourmet na Cidade Alpha",casa,1.550.155,4,5,235,,Eusébio,,25-08-2024  10:28
41,CASA NO JEREISSATI 2 RUA 91.,casa,70.000,,,,,Pacatuba, Senador Carlos Jereissati,25-08-2024  10:25
42,"Casa com 4 dormitórios à venda, 400 m² por R$ 3.600.000,00 - Condomínio Alphaville Fortale",casa,3.600.000,4,5,400,,Eusébio,,25-08-2024  10:16
43,"Casa com 4 dormitórios à venda, 360 m² por R$ 1.800.000,00 - Lago Jacarey - Fortaleza/CE",casa,1.800.000,4,4,360,,Fortaleza, Cambeba,25-08-2024  10:10
44,"Casa com 3 dormitórios à venda, 277 m² por R$ 1.300.000,00 - Sapiranga - Fortaleza/CE",casa,1.300.000,3,5,278,,Fortaleza, Sapiranga-Coité,25-08-2024  10:06
45,Casa plana super espaçosa com dependência completa,casa,550.056,3,3,175,,Fortaleza, Sapiranga,25-08-2024  10:03
46,CASA NO EUSÉBIO A VENDA OPORTUNIDADE AGENDE UMA VISITA!!!,casa,270.000,3,2,72,,Eusébio, Mangabeira,25-08-2024  10:00
47,"CASA A VENDA NO EUSÉBIO, BAIRRO COAÇU, AGENDE UMA VISITA!!!",casa,810.000,4,4,154,,Eusébio, Coité,25-08-2024  09:58
48,Duplex fino acabamento MARAPONGA,casa,685.000,4,5,145,,Fortaleza, Jardim Cearense,25-08-2024  09:53
49,"Vendo Duplex No Lagoa Seca, Juazeiro",casa,650.000,4,,,,Juazeiro do Norte, Lagoa Seca,25-08-2024  09:50
50,Vendo Mansão Mobiliada no Cidades Kariris!,casa,2.500.000,4,5,453,,Barbalha,,25-08-2024  09:49
51,Vendo Duplex no Juazeiro!,casa,525.000,4,4,130,,Barbalha,,25-08-2024  09:49
52,Vendo linda mansão no Juazeiro!!,casa,1.100.000,3,4,230,,Juazeiro do Norte, Aeroporto,25-08-2024  09:48
53,Casa pronta para morar em um dos melhores condomínios do Ceará,casa,5.300.000,5,5,460,,Eusébio, Centro,25-08-2024  09:46
1,CASA A VENDA NO BAIRRO COAÇU EUSÉBIO PRÓXIMO AO SHOPPING TERRAZO,casa,489.000,4,3,123,,Eusébio,,25-08-2024  09:41
2,Casa com 4 quartos no bairro Centro - Fortaleza/CE,casa,450.000,4,3,150,,Fortaleza, Centro,25-08-2024  09:39
3,02 Casas sobrepostas e independentes - Conjunto Tabapuá-Caucaia,casa,550.000,5,5,246,,Caucaia, Tabapuá,25-08-2024  09:38
4,Linda Casa na Serra de Guaramiranga 3 quartos à venda,casa,380.000,3,1,570,,Guaramiranga,,25-08-2024  09:32
5,CASA EM EUSÉBIO-CE RUA PRIVATIVA,casa,700.000,3,3,122,,Eusébio, Coité,25-08-2024  09:29
6,Casa Duplex + 2 Kitinetes duplex(3 imoveis Independentes),casa,260.000,5,5,178,1,Fortaleza, Cajazeiras,25-08-2024  08:59
7,Casa Recém Construída no Condomínio Jardins Terra Brasilis.,casa,798.000,3,3,165,,Eusébio, Lagoinha,25-08-2024  08:17
8,Excelente oportunidade essa casa de esquina com 5 suites e piscina na Cidade Alpha,casa,1.350.050,5,5,280,,Eusébio,,25-08-2024  08:08
9,Mansão no Alphaville Eusébio em terreno de esquina próximo à portaria e lago.,casa,2.200.000,5,5,483,,Eusébio, Pires Façanha,25-08-2024  07:45
10,"Vendo CASA com Ponto Comercial! R$ 320.000,00",casa,320.000,3,4,144,,Fortaleza, Carlito Pamplona,25-08-2024  07:35
11,"Casa com 3 dormitórios à venda, 240 m² por R$ 1.140.000,00 - Coité - Eusébio/CE",casa,1.140.000,3,4,240,,Eusébio,,25-08-2024  07:20
12,Casa de praia,casa,600.000,5,5,800,,Fortaleza, Paupina,25-08-2024  06:09
13,Morada Paraíso em Canoa Quebrada a 90 metros do centro da Broadway,casa,780.000,3,4,707,1,Aracati,,25-08-2024  05:29
14,"Casa pronta em condomínio de luxo, localização privilegiada!!!",casa,1.050.000,3,4,148,,Fortaleza, Lagoa Redonda,25-08-2024  04:32
15,"Alphaville Ceara 3 Casa com 4 dormitórios à venda, 390 m² por R$ 3.900.000 - Cidade Alpha",casa,3.900.000,4,5,390,,Eusébio, Cidade Alpha,25-08-2024  04:13
16,Linda casa duplex com 4 suítes no Alphaville Fortaleza.,casa,3.265.000,4,5,474,,Eusébio,,25-08-2024  02:03
17,Esconderijo de Deus casa de vila,casa,48.000,2,2,12,,Fortaleza, Antônio Bezerra,25-08-2024  01:09
18,Duplex no Eusébio de 116m2 por R$ 499 mil,casa,499.000,4,4,116,,Eusébio, Tamatanduba,25-08-2024  00:24
19,Imóvel para venda possui 207 metros quadrados com 5 quartos em Cumbuco - Caucaia - CE,casa,2.555.227,5,5,207,,Caucaia, Cumbuco,24 de ago 23:47
20,Imóvel para venda possui 207 metros quadrados com 5 quartos em Cumbuco - Caucaia - CE,casa,2.555.229,5,5,207,,Caucaia, Cumbuco,24 de ago 23:39
21,Imóvel para venda possui 207 metros quadrados com 5 quartos em Cumbuco - Caucaia - CE,casa,2.555.229,5,5,207,,Caucaia, Cumbuco,24 de ago 23:32
22,Casa porteira fechada Condomínio Jardins Ibiza,casa,2.890.000,4,4,353,,Eusébio,,24 de ago 23:22
23,Imóvel para venda possui 266 metros quadrados com 4 quartos em Aquiraz - Aquiraz - CE,casa,2.292.000,4,4,266,,Aquiraz,,24 de ago 23:16
24,Bem-vindo ao paraíso à beira-mar no complexo Aquiraz Riviera,casa,4.150.000,4,5,400,,Aquiraz,,24 de ago 23:06
25,Casa duplex Siqueira Aceito terreno na região do Eusébio e veiculos,casa,209.999,3,3,,,Fortaleza, Siqueira,24 de ago 22:58
26,Linda casa no Bairro Sapiranga para venda!,casa,550.000,4,5,164,,Fortaleza, Sapiranga-Coité,24 de ago 22:56
27,Casa muito grande no loteamento Cartier,casa,630.001,4,4,256,,Fortaleza, Mondubim,24 de ago 22:50
28,"Duplex com 3 quartos, piscina e amplo terreno na divisa Eusébio e Aquiraz",casa,400.082,3,3,94,,Eusébio,,24 de ago 22:50
29,Duplex em condominio com 4 suites e móveis projetados no Eusébio,casa,1.250.175,4,4,250,,Eusébio,,24 de ago 22:50
30,Casa venda ou aluguel - Aldeota - Fortaleza/CE,casa,870.000,5,3,130,,Fortaleza, Aldeota,24 de ago 22:30
31,Aluga - Otima Casa - Melhor Preço - Barroso - Green Residencial,casa,380,,,,,Fortaleza, Barroso,24 de ago 22:29
32,Vendo,casa,15.000,,,,,Fortaleza, Paupina,24 de ago 22:26
33,"Casa com 4 dormitórios à venda, 610 m² por R$ 5.900.000,00 - Porto das Dunas - Eusébio/CE",casa,5.900.000,4,4,610,,Eusébio,,24 de ago 22:24
34,Alphaville Fortaleza 470m² Duplex Alto Padrão,casa,5.300.000,5,5,470,,Eusébio,,24 de ago 22:24
35,Casa duplex lagoa redonda 230 mts2,casa,515.000,5,5,230,,Fortaleza, Lagoa Redonda,24 de ago 22:16
36,"Casa à venda, 93 m² por R$ 390.000,00 - Centro - Eusébio/CE",casa,390.000,3,2,93,,Eusébio,,24 de ago 22:15
37,"Casa à venda, 150 m² por R$ 640.000,00 - Sapiranga - Fortaleza/CE",casa,640.000,4,4,150,,Fortaleza, Sapiranga-Coité,24 de ago 22:15
38,"Casa à venda, 277 m² por R$ 1.300.000,00 - Sapiranga - Fortaleza/CE",casa,1.300.000,3,4,278,,Fortaleza, Sapiranga-Coité,24 de ago 22:15
39,"Casa à venda, 80 m² por R$ 350.000,00 - Tabapuá - Caucaia/CE",casa,350.000,3,2,80,,Caucaia, Tabapuá Brasília,24 de ago 22:15
40,"Casa à venda, 90 m² por R$ 399.000,00 - Maraponga - Fortaleza/CE",casa,399.000,3,2,90,,Fortaleza, Mondubim,24 de ago 22:15
41,"Casa à venda, 180 m² por R$ 570.000,00 - Maraponga - Fortaleza/CE",casa,570.000,3,2,180,,Fortaleza, Mondubim,24 de ago 22:15
42,Casa com 4 quartos no bairro Centro - Fortaleza/CE,casa,450.000,4,3,150,,Fortaleza, Centro,24 de ago 22:10
43,Mansão exclusiva com ampla área verde em um lote diferenciado na Cidade Alpha Ceará,casa,4.590.005,5,5,520,,Eusébio,,24 de ago 21:53
44,Casa Plana à venda 112 m² de area contruida próx à Estrada do fio - Eusébio - CE,casa,419.000,3,3,113,,Eusébio, Coaçu,24 de ago 21:42
45,Excelente Casa Duplex com piscina na Estrada do Fio -Eusébio- ce,casa,389.900,3,3,97,,Eusébio, Encantada,24 de ago 21:40
46,Residencial Villa Capri Urucumema,casa,619.000,4,4,140,,Eusébio, Urucunema,24 de ago 21:40
47,Casas Planas à venda em Urucunema pertinho de Centro do Eusébio.,casa,439.000,3,4,122,,Eusébio, Urucunema,24 de ago 21:40
48,Casa à venda em Rua Privativa no bairro Timbu. Eusébio-Ce,casa,759.900,4,4,144,,Eusébio,,24 de ago 21:39
49,Belíssima casa à venda pertinho do shopping do Eusébio!!,casa,739.000,4,4,139,,Eusébio,,24 de ago 21:39
50,Casa Plana à venda com 101 m² com 3 suítes em Coité - Eusébio - CE,casa,489.700,3,3,101,1,Eusébio, Encantada,24 de ago 21:39
1,Vendo Casas Planas de Alto Padrão na Sapiranga- Fortaleza,casa,470.000,3,3,120,,Fortaleza, Edson Queiroz,24 de ago 21:38
2,Casas planas no Edson Queiroz,casa,450.000,3,3,107,,Fortaleza, Edson Queiroz,24 de ago 21:38
3,Casa a venda na Messejana,casa,430.000,3,3,138,,Fortaleza, São Bento,24 de ago 21:38
4,Casa em condomínio à venda em excelente localização no Aquiraz.,casa,270.000,2,2,67,,Aquiraz,,24 de ago 21:37
5,Casa em condomínio à venda no Eusébio.,casa,432.000,3,2,93,,Eusébio,,24 de ago 21:37
6,Casa em condominio no Centro do Eusébio.,casa,410.000,3,3,100,,Eusébio,,24 de ago 21:36
7,Casas duplex com 4 suítes sendo 2 com varandas e 2 vagas.,casa,699.900,4,4,132,,Eusébio, Pires Façanha,24 de ago 21:36
8,Casa plana a venda no Bairro Guaribas/Eusebio,casa,450.000,3,3,110,,Eusébio,,24 de ago 21:35
9,"Oportunidade no Maracanaú, Dúplex ao seu Alcance,mais informações",casa,175.000,2,3,80,,Maracanaú, Jereissati I,24 de ago 21:33
10,Vende-se uma casa na Rua Queiroz de Lima. Parque Santana.,casa,75.000,3,1,,,Fortaleza, Mondubim,24 de ago 21:29
11,"EXCELENTE CASA NO CONDOMÍNIO VILLAGE DAS PALMEIRAS, CAUCAIA - CE",casa,300.000,3,2,262,,Caucaia, Mestre Antônio,24 de ago 21:28
12,casa nova - Itaitinga,casa,220.000,2,2,80,,Fortaleza, Jangurussu,24 de ago 21:22
13,"Grande Investimento no Eusébio,Casa de Alto Padrão ao seu alcance,mais informações",casa,650.000,4,4,141,,Eusébio,,24 de ago 21:22
14,"Casa com Móveis fixos com 04 suítes , energia solar e poço profundo em Cidade Alpha - Eusé",casa,1.690.000,4,2,250,,Eusébio,,24 de ago 20:28
15,Casa nova plana no Cj Esperança com 3 quartos,casa,430.022,3,3,110,,Eusébio,,24 de ago 20:24
16,Casa em condominio em uma otima localização no Eusébio,casa,811.000,3,3,116,,Eusébio,,24 de ago 20:24
17,"8 quartos, 4 suítes, 10 vagas, no melhor da Lagoa Redonda!",casa,699.000,5,5,1100,,Fortaleza, Lagoa Redonda,24 de ago 20:24
18,Casa para Venda,casa,100.000,3,2,,,São Gonçalo do Amarante,,24 de ago 20:15
19,linda casa duplex com 3 suites mobiliada na região da sapiranga com preço incrivel,casa,399.000,3,4,135,,Fortaleza, Sapiranga-Coité,24 de ago 20:09
20,Duplex Alto Padrão em Excelente Localização - Entre a Maestro Lisboa e CE -010,casa,669.000,4,4,158,,Eusébio,,24 de ago 19:38
21,Casa plana em local privilegiado Parquelandia,casa,240.000,2,2,,,Fortaleza, Monte Castelo,24 de ago 19:14
22,Casa plana no Ancuri com 3 quartos churrasqueira e chuveirão,casa,198.003,3,2,,,Eusébio,,24 de ago 19:02
23,Casa duplex fino acabamento com 4 suites na Sapiranga,casa,695.004,4,4,177,,Eusébio,,24 de ago 19:02
